Simulator streaming data to projects/project-44e3d7cf-953b-4eaa-b79/topics/ev-telemetry-raw... Press Ctrl+C to stop.
→ Published: EVSE-001 | V=389.0V | Temp=34.5C | Fault=None
→ Published: EVSE-003 | V=401.3V | Temp=26.0C | Fault=None
→ Published: EVSE-004 | V=274.7V | Temp=66.2C | Fault=F002_UNDERVOLT
→ Published: EVSE-005 | V=273.4V | Temp=69.3C | Fault=F002_UNDERVOLT
→ Published: EVSE-001 | V=381.6V | Temp=40.1C | Fault=None
→ Published: EVSE-002 | V=418.3V | Temp=30.3C | Fault=None
→ Published: EVSE-003 | V=414.4V | Temp=35.9C | Fault=None
→ Published: EVSE-004 | V=400.2V | Temp=29.1C | Fault=None
→ Published: EVSE-005 | V=390.4V | Temp=34.2C | Fault=None
→ Published: EVSE-001 | V=386.0V | Temp=29.0C | Fault=None
→ Published: EVSE-002 | V=397.9V | Temp=44.1C | Fault=None
→ Published: EVSE-003 | V=384.2V | Temp=29.9C | Fault=None
→ Published: EVSE-004 | V=398.5V | Temp=43.2C | Fault=None
→ Published: EVSE-005 | V=326.5V | Temp=80.5C | Fault=F001_OVERHEAT
→ Published: EVSE-001 | V=394.6V | Temp=36.6C | Fault=None
→ Published: EVSE-002 | V=419.0V | Temp=25.5C | Fault=None
→ Published: EVSE-003 | V=416.9V | Temp=36.6C | Fault=None
→ Published: EVSE-004 | V=401.3V | Temp=22.5C | Fault=None
→ Published: EVSE-005 | V=415.6V | Temp=26.2C | Fault=None
→ Published: EVSE-001 | V=401.9V | Temp=23.4C | Fault=None
→ Published: EVSE-002 | V=399.5V | Temp=41.5C | Fault=None
→ Published: EVSE-003 | V=240.0V | Temp=79.4C | Fault=F001_OVERHEAT
→ Published: EVSE-004 | V=413.9V | Temp=25.6C | Fault=None
→ Published: EVSE-005 | V=386.4V | Temp=43.4C | Fault=None
→ Published: EVSE-001 | V=385.3V | Temp=23.0C | Fault=None
→ Published: EVSE-002 | V=253.4V | Temp=88.4C | Fault=F001_OVERHEAT
→ Published: EVSE-003 | V=417.3V | Temp=30.9C | Fault=None
→ Published: EVSE-004 | V=403.1V | Temp=45.0C | Fault=None
→ Published: EVSE-005 | V=384.0V | Temp=31.9C | Fault=None
→ Published: EVSE-001 | V=410.4V | Temp=36.4C | Fault=None
→ Published: EVSE-002 | V=406.0V | Temp=41.0C | Fault=None
→ Published: EVSE-003 | V=409.6V | Temp=40.6C | Fault=None
→ Published: EVSE-004 | V=400.6V | Temp=37.3C | Fault=None
→ Published: EVSE-005 | V=390.2V | Temp=24.2C | Fault=None
→ Published: EVSE-001 | V=419.3V | Temp=28.2C | Fault=None
→ Published: EVSE-002 | V=385.3V | Temp=35.4C | Fault=None
→ Published: EVSE-003 | V=381.7V | Temp=31.6C | Fault=None
→ Published: EVSE-004 | V=397.7V | Temp=40.3C | Fault=None
→ Published: EVSE-005 | V=411.7V | Temp=37.3C | Fault=None
→ Published: EVSE-001 | V=387.9V | Temp=24.7C | Fault=None
→ Published: EVSE-002 | V=390.5V | Temp=29.0C | Fault=None
→ Published: EVSE-003 | V=400.7V | Temp=39.0C | Fault=None
→ Published: EVSE-004 | V=391.6V | Temp=25.1C | Fault=None
→ Published: EVSE-005 | V=418.9V | Temp=20.8C | Fault=None
→ Published: EVSE-001 | V=410.3V | Temp=29.8C | Fault=None
→ Published: EVSE-002 | V=389.0V | Temp=31.5C | Fault=None
→ Published: EVSE-003 | V=400.8V | Temp=25.2C | Fault=None
→ Published: EVSE-004 | V=399.1V | Temp=43.4C | Fault=None
→ Published: EVSE-005 | V=394.3V | Temp=29.4C | Fault=None
→ Published: EVSE-001 | V=402.7V | Temp=32.3C | Fault=None
→ Published: EVSE-002 | V=381.5V | Temp=34.1C | Fault=None
→ Published: EVSE-003 | V=409.8V | Temp=40.5C | Fault=None
→ Published: EVSE-004 | V=210.7V | Temp=80.3C | Fault=F002_UNDERVOLT
→ Published: EVSE-005 | V=419.5V | Temp=23.0C | Fault=None
→ Published: EVSE-001 | V=382.1V | Temp=32.5C | Fault=None
→ Published: EVSE-002 | V=391.2V | Temp=26.5C | Fault=None
→ Published: EVSE-003 | V=381.8V | Temp=42.2C | Fault=None
→ Published: EVSE-004 | V=416.0V | Temp=44.8C | Fault=None
→ Published: EVSE-005 | V=408.5V | Temp=38.3C | Fault=None
→ Published: EVSE-001 | V=412.5V | Temp=24.2C | Fault=None
→ Published: EVSE-002 | V=381.2V | Temp=42.6C | Fault=None
→ Published: EVSE-003 | V=415.3V | Temp=43.2C | Fault=None
→ Published: EVSE-004 | V=405.8V | Temp=37.6C | Fault=None
→ Published: EVSE-005 | V=409.8V | Temp=30.3C | Fault=None
→ Published: EVSE-001 | V=398.2V | Temp=32.1C | Fault=None
→ Published: EVSE-002 | V=410.9V | Temp=39.5C | Fault=None
→ Published: EVSE-003 | V=383.8V | Temp=33.4C | Fault=None
→ Published: EVSE-004 | V=418.8V | Temp=22.5C | Fault=None
→ Published: EVSE-005 | V=380.1V | Temp=35.9C | Fault=None
→ Published: EVSE-001 | V=391.4V | Temp=31.0C | Fault=None
→ Published: EVSE-002 | V=407.3V | Temp=26.0C | Fault=None
→ Published: EVSE-003 | V=411.6V | Temp=43.3C | Fault=None
→ Published: EVSE-004 | V=405.6V | Temp=41.0C | Fault=None
→ Published: EVSE-005 | V=384.3V | Temp=37.1C | Fault=None
→ Published: EVSE-001 | V=399.3V | Temp=30.6C | Fault=None
→ Published: EVSE-002 | V=385.5V | Temp=38.8C | Fault=None
→ Published: EVSE-003 | V=265.5V | Temp=70.5C | Fault=F001_OVERHEAT
→ Published: EVSE-004 | V=390.9V | Temp=28.2C | Fault=None
→ Published: EVSE-005 | V=412.2V | Temp=36.0C | Fault=None
→ Published: EVSE-001 | V=387.1V | Temp=38.3C | Fault=None
→ Published: EVSE-002 | V=414.1V | Temp=21.4C | Fault=None
→ Published: EVSE-003 | V=408.2V | Temp=27.7C | Fault=None
→ Published: EVSE-004 | V=380.4V | Temp=36.8C | Fault=None
→ Published: EVSE-005 | V=415.6V | Temp=33.7C | Fault=None
→ Published: EVSE-001 | V=387.4V | Temp=30.9C | Fault=None
→ Published: EVSE-002 | V=407.0V | Temp=42.6C | Fault=None
→ Published: EVSE-003 | V=411.7V | Temp=39.4C | Fault=None
→ Published: EVSE-004 | V=383.3V | Temp=20.6C | Fault=None
→ Published: EVSE-005 | V=389.6V | Temp=40.1C | Fault=None
→ Published: EVSE-001 | V=408.8V | Temp=29.4C | Fault=None
→ Published: EVSE-002 | V=408.1V | Temp=20.2C | Fault=None
→ Published: EVSE-003 | V=410.6V | Temp=33.6C | Fault=None
→ Published: EVSE-004 | V=382.9V | Temp=27.2C | Fault=None
→ Published: EVSE-005 | V=390.1V | Temp=23.3C | Fault=None
→ Published: EVSE-001 | V=389.3V | Temp=27.2C | Fault=None
→ Published: EVSE-002 | V=403.7V | Temp=42.6C | Fault=None
→ Published: EVSE-003 | V=415.1V | Temp=32.0C | Fault=None
→ Published: EVSE-004 | V=381.2V | Temp=29.5C | Fault=None
→ Published: EVSE-005 | V=410.2V | Temp=39.9C | Fault=None
→ Published: EVSE-001 | V=385.7V | Temp=24.5C | Fault=None
→ Published: EVSE-002 | V=392.0V | Temp=28.0C | Fault=None
→ Published: EVSE-003 | V=411.2V | Temp=32.8C | Fault=None
→ Published: EVSE-004 | V=407.7V | Temp=36.0C | Fault=None
→ Published: EVSE-005 | V=389.1V | Temp=24.6C | Fault=None
→ Published: EVSE-001 | V=388.8V | Temp=21.6C | Fault=None
→ Published: EVSE-002 | V=383.1V | Temp=21.7C | Fault=None
→ Published: EVSE-003 | V=397.0V | Temp=44.2C | Fault=None
→ Published: EVSE-004 | V=397.0V | Temp=22.6C | Fault=None
→ Published: EVSE-005 | V=392.2V | Temp=30.3C | Fault=None
→ Published: EVSE-001 | V=408.4V | Temp=29.8C | Fault=None
→ Published: EVSE-002 | V=411.4V | Temp=33.2C | Fault=None
→ Published: EVSE-003 | V=404.7V | Temp=32.9C | Fault=None
→ Published: EVSE-004 | V=395.6V | Temp=43.4C | Fault=None
→ Published: EVSE-005 | V=389.2V | Temp=34.0C | Fault=None
→ Published: EVSE-001 | V=383.3V | Temp=26.4C | Fault=None
→ Published: EVSE-002 | V=390.5V | Temp=30.8C | Fault=None
→ Published: EVSE-003 | V=408.6V | Temp=33.8C | Fault=None
→ Published: EVSE-004 | V=394.8V | Temp=25.6C | Fault=None
→ Published: EVSE-005 | V=403.1V | Temp=39.1C | Fault=None
→ Published: EVSE-001 | V=387.3V | Temp=29.1C | Fault=None
→ Published: EVSE-002 | V=393.1V | Temp=38.5C | Fault=None
→ Published: EVSE-003 | V=403.0V | Temp=41.7C | Fault=None
→ Published: EVSE-004 | V=393.1V | Temp=39.3C | Fault=None
→ Published: EVSE-005 | V=412.2V | Temp=35.7C | Fault=None
→ Published: EVSE-001 | V=412.8V | Temp=41.5C | Fault=None
→ Published: EVSE-002 | V=215.9V | Temp=86.8C | Fault=F001_OVERHEAT
→ Published: EVSE-003 | V=392.4V | Temp=23.3C | Fault=None
→ Published: EVSE-004 | V=402.2V | Temp=35.9C | Fault=None
→ Published: EVSE-005 | V=392.2V | Temp=43.9C | Fault=None
→ Published: EVSE-001 | V=415.6V | Temp=27.8C | Fault=None
→ Published: EVSE-002 | V=405.2V | Temp=21.2C | Fault=None
→ Published: EVSE-003 | V=405.4V | Temp=39.3C | Fault=None
→ Published: EVSE-004 | V=419.1V | Temp=24.1C | Fault=None
→ Published: EVSE-005 | V=390.2V | Temp=43.1C | Fault=None
→ Published: EVSE-001 | V=400.4V | Temp=23.8C | Fault=None
→ Published: EVSE-002 | V=417.5V | Temp=22.8C | Fault=None
→ Published: EVSE-003 | V=385.1V | Temp=38.5C | Fault=None
→ Published: EVSE-004 | V=392.1V | Temp=23.8C | Fault=None
→ Published: EVSE-005 | V=392.0V | Temp=43.4C | Fault=None
→ Published: EVSE-001 | V=389.4V | Temp=42.2C | Fault=None
→ Published: EVSE-002 | V=392.2V | Temp=39.8C | Fault=None
→ Published: EVSE-003 | V=404.5V | Temp=20.7C | Fault=None
→ Published: EVSE-004 | V=415.3V | Temp=37.4C | Fault=None
→ Published: EVSE-005 | V=397.2V | Temp=33.9C | Fault=None
→ Published: EVSE-001 | V=391.7V | Temp=40.6C | Fault=None
→ Published: EVSE-002 | V=389.0V | Temp=44.3C | Fault=None
→ Published: EVSE-003 | V=413.0V | Temp=21.3C | Fault=None
→ Published: EVSE-004 | V=405.1V | Temp=29.1C | Fault=None
→ Published: EVSE-005 | V=417.2V | Temp=37.1C | Fault=None
→ Published: EVSE-001 | V=384.3V | Temp=24.1C | Fault=None
→ Published: EVSE-002 | V=409.3V | Temp=26.9C | Fault=None
→ Published: EVSE-003 | V=397.1V | Temp=36.4C | Fault=None
→ Published: EVSE-004 | V=404.5V | Temp=31.7C | Fault=None
→ Published: EVSE-005 | V=405.8V | Temp=34.5C | Fault=None
→ Published: EVSE-001 | V=399.8V | Temp=35.7C | Fault=None
→ Published: EVSE-002 | V=380.7V | Temp=44.6C | Fault=None
→ Published: EVSE-003 | V=393.9V | Temp=36.0C | Fault=None
→ Published: EVSE-004 | V=412.9V | Temp=29.2C | Fault=None
→ Published: EVSE-005 | V=409.8V | Temp=31.7C | Fault=None
→ Published: EVSE-001 | V=408.3V | Temp=23.6C | Fault=None
→ Published: EVSE-002 | V=401.3V | Temp=22.8C | Fault=None
→ Published: EVSE-003 | V=399.8V | Temp=24.3C | Fault=None
→ Published: EVSE-004 | V=404.7V | Temp=36.5C | Fault=None
→ Published: EVSE-005 | V=413.5V | Temp=32.4C | Fault=None
→ Published: EVSE-001 | V=385.4V | Temp=44.8C | Fault=None
→ Published: EVSE-002 | V=398.8V | Temp=41.2C | Fault=None
→ Published: EVSE-003 | V=405.4V | Temp=29.9C | Fault=None
→ Published: EVSE-004 | V=382.4V | Temp=20.0C | Fault=None
→ Published: EVSE-005 | V=412.9V | Temp=27.6C | Fault=None
→ Published: EVSE-001 | V=410.9V | Temp=38.6C | Fault=None
→ Published: EVSE-002 | V=418.8V | Temp=44.6C | Fault=None
→ Published: EVSE-003 | V=413.9V | Temp=22.9C | Fault=None
→ Published: EVSE-004 | V=227.0V | Temp=71.1C | Fault=F001_OVERHEAT
→ Published: EVSE-005 | V=393.6V | Temp=39.2C | Fault=None
→ Published: EVSE-001 | V=420.0V | Temp=36.1C | Fault=None
→ Published: EVSE-002 | V=397.2V | Temp=42.7C | Fault=None
→ Published: EVSE-003 | V=404.8V | Temp=31.6C | Fault=None
→ Published: EVSE-004 | V=397.3V | Temp=26.4C | Fault=None
→ Published: EVSE-005 | V=401.7V | Temp=20.1C | Fault=None
→ Published: EVSE-001 | V=396.1V | Temp=20.3C | Fault=None
→ Published: EVSE-002 | V=413.7V | Temp=24.7C | Fault=None
→ Published: EVSE-003 | V=401.7V | Temp=25.8C | Fault=None
→ Published: EVSE-004 | V=399.3V | Temp=27.8C | Fault=None
→ Published: EVSE-005 | V=410.5V | Temp=28.9C | Fault=None
→ Published: EVSE-001 | V=409.8V | Temp=29.3C | Fault=None
→ Published: EVSE-002 | V=418.0V | Temp=31.7C | Fault=None
→ Published: EVSE-003 | V=408.5V | Temp=20.9C | Fault=None
→ Published: EVSE-004 | V=386.8V | Temp=23.9C | Fault=None
→ Published: EVSE-005 | V=383.6V | Temp=36.0C | Fault=None
→ Published: EVSE-001 | V=402.8V | Temp=29.4C | Fault=None
→ Published: EVSE-002 | V=389.7V | Temp=25.7C | Fault=None
→ Published: EVSE-003 | V=397.8V | Temp=23.0C | Fault=None
→ Published: EVSE-004 | V=308.0V | Temp=89.1C | Fault=F001_OVERHEAT
→ Published: EVSE-005 | V=393.4V | Temp=26.0C | Fault=None
→ Published: EVSE-001 | V=242.7V | Temp=83.9C | Fault=F002_UNDERVOLT
→ Published: EVSE-002 | V=382.8V | Temp=24.3C | Fault=None
→ Published: EVSE-003 | V=401.9V | Temp=23.5C | Fault=None
→ Published: EVSE-004 | V=416.3V | Temp=37.4C | Fault=None
→ Published: EVSE-005 | V=316.6V | Temp=80.5C | Fault=F002_UNDERVOLT
→ Published: EVSE-001 | V=383.2V | Temp=38.3C | Fault=None
→ Published: EVSE-002 | V=394.7V | Temp=43.7C | Fault=None
→ Published: EVSE-003 | V=389.2V | Temp=42.2C | Fault=None
→ Published: EVSE-004 | V=414.4V | Temp=36.8C | Fault=None
→ Published: EVSE-005 | V=400.9V | Temp=38.4C | Fault=None
→ Published: EVSE-001 | V=415.3V | Temp=27.9C | Fault=None
→ Published: EVSE-002 | V=393.1V | Temp=29.1C | Fault=None
→ Published: EVSE-003 | V=417.4V | Temp=25.7C | Fault=None
→ Published: EVSE-004 | V=405.1V | Temp=43.3C | Fault=None
→ Published: EVSE-005 | V=403.6V | Temp=43.1C | Fault=None
→ Published: EVSE-001 | V=399.7V | Temp=28.1C | Fault=None
→ Published: EVSE-002 | V=392.6V | Temp=23.4C | Fault=None
→ Published: EVSE-003 | V=408.7V | Temp=22.6C | Fault=None
→ Published: EVSE-004 | V=394.5V | Temp=22.4C | Fault=None
→ Published: EVSE-005 | V=380.4V | Temp=30.7C | Fault=None
→ Published: EVSE-001 | V=401.2V | Temp=29.9C | Fault=None
→ Published: EVSE-002 | V=415.0V | Temp=23.6C | Fault=None
→ Published: EVSE-003 | V=325.8V | Temp=75.0C | Fault=F002_UNDERVOLT
→ Published: EVSE-004 | V=410.3V | Temp=23.1C | Fault=None
→ Published: EVSE-005 | V=414.6V | Temp=34.9C | Fault=None
→ Published: EVSE-001 | V=392.8V | Temp=21.2C | Fault=None
→ Published: EVSE-002 | V=408.1V | Temp=37.0C | Fault=None
→ Published: EVSE-003 | V=403.5V | Temp=28.5C | Fault=None
→ Published: EVSE-004 | V=395.5V | Temp=33.9C | Fault=None
→ Published: EVSE-005 | V=406.3V | Temp=22.5C | Fault=None
→ Published: EVSE-001 | V=404.8V | Temp=29.6C | Fault=None
→ Published: EVSE-002 | V=387.0V | Temp=20.3C | Fault=None
→ Published: EVSE-003 | V=388.1V | Temp=32.0C | Fault=None
→ Published: EVSE-004 | V=384.5V | Temp=36.9C | Fault=None
→ Published: EVSE-005 | V=418.2V | Temp=23.8C | Fault=None
→ Published: EVSE-001 | V=391.5V | Temp=35.8C | Fault=None
→ Published: EVSE-002 | V=410.8V | Temp=40.5C | Fault=None
→ Published: EVSE-003 | V=383.5V | Temp=39.1C | Fault=None
→ Published: EVSE-004 | V=419.5V | Temp=25.3C | Fault=None
→ Published: EVSE-005 | V=409.6V | Temp=40.9C | Fault=None
→ Published: EVSE-001 | V=396.5V | Temp=21.1C | Fault=None
→ Published: EVSE-002 | V=306.9V | Temp=78.7C | Fault=F001_OVERHEAT
→ Published: EVSE-003 | V=385.2V | Temp=43.4C | Fault=None
→ Published: EVSE-004 | V=384.9V | Temp=20.8C | Fault=None
→ Published: EVSE-005 | V=409.1V | Temp=24.8C | Fault=None
→ Published: EVSE-001 | V=405.7V | Temp=29.0C | Fault=None
→ Published: EVSE-002 | V=415.7V | Temp=24.7C | Fault=None
→ Published: EVSE-003 | V=386.2V | Temp=37.1C | Fault=None
→ Published: EVSE-004 | V=403.4V | Temp=23.1C | Fault=None
→ Published: EVSE-005 | V=408.0V | Temp=34.6C | Fault=None
→ Published: EVSE-001 | V=401.3V | Temp=38.7C | Fault=None
→ Published: EVSE-002 | V=413.1V | Temp=35.2C | Fault=None
→ Published: EVSE-003 | V=412.0V | Temp=31.9C | Fault=None
→ Published: EVSE-004 | V=417.8V | Temp=23.4C | Fault=None
→ Published: EVSE-005 | V=409.6V | Temp=25.4C | Fault=None
→ Published: EVSE-001 | V=419.9V | Temp=33.2C | Fault=None
→ Published: EVSE-002 | V=401.8V | Temp=29.0C | Fault=None
→ Published: EVSE-003 | V=405.1V | Temp=20.2C | Fault=None
→ Published: EVSE-004 | V=400.0V | Temp=28.2C | Fault=None
→ Published: EVSE-005 | V=387.8V | Temp=30.2C | Fault=None
→ Published: EVSE-001 | V=389.1V | Temp=27.8C | Fault=None
→ Published: EVSE-002 | V=416.6V | Temp=41.5C | Fault=None
→ Published: EVSE-003 | V=381.7V | Temp=39.0C | Fault=None
→ Published: EVSE-004 | V=408.1V | Temp=40.7C | Fault=None
→ Published: EVSE-005 | V=403.6V | Temp=42.7C | Fault=None
→ Published: EVSE-001 | V=408.5V | Temp=20.6C | Fault=None
→ Published: EVSE-002 | V=413.9V | Temp=31.0C | Fault=None
→ Published: EVSE-003 | V=397.0V | Temp=33.6C | Fault=None
→ Published: EVSE-004 | V=394.1V | Temp=23.7C | Fault=None
→ Published: EVSE-005 | V=392.0V | Temp=31.6C | Fault=None
→ Published: EVSE-001 | V=380.5V | Temp=24.0C | Fault=None
→ Published: EVSE-002 | V=417.6V | Temp=32.0C | Fault=None
→ Published: EVSE-003 | V=417.4V | Temp=40.4C | Fault=None
→ Published: EVSE-004 | V=397.2V | Temp=22.1C | Fault=None
→ Published: EVSE-005 | V=414.5V | Temp=40.1C | Fault=None
→ Published: EVSE-001 | V=385.1V | Temp=23.5C | Fault=None
→ Published: EVSE-002 | V=415.6V | Temp=32.5C | Fault=None
→ Published: EVSE-003 | V=404.4V | Temp=23.4C | Fault=None
→ Published: EVSE-004 | V=385.5V | Temp=34.5C | Fault=None
→ Published: EVSE-005 | V=403.3V | Temp=26.3C | Fault=None
→ Published: EVSE-001 | V=403.3V | Temp=39.2C | Fault=None
→ Published: EVSE-002 | V=300.8V | Temp=78.5C | Fault=F002_UNDERVOLT
→ Published: EVSE-003 | V=417.3V | Temp=36.7C | Fault=None
→ Published: EVSE-004 | V=419.0V | Temp=23.3C | Fault=None
→ Published: EVSE-005 | V=403.3V | Temp=23.5C | Fault=None
→ Published: EVSE-001 | V=403.5V | Temp=22.5C | Fault=None
→ Published: EVSE-002 | V=380.5V | Temp=38.9C | Fault=None
→ Published: EVSE-003 | V=416.6V | Temp=42.4C | Fault=None
→ Published: EVSE-004 | V=406.5V | Temp=25.7C | Fault=None
→ Published: EVSE-005 | V=412.9V | Temp=27.0C | Fault=None
→ Published: EVSE-001 | V=393.0V | Temp=23.9C | Fault=None
→ Published: EVSE-002 | V=419.0V | Temp=36.9C | Fault=None
→ Published: EVSE-003 | V=382.6V | Temp=30.6C | Fault=None
→ Published: EVSE-004 | V=401.5V | Temp=29.6C | Fault=None
→ Published: EVSE-005 | V=393.3V | Temp=25.0C | Fault=None
→ Published: EVSE-001 | V=327.3V | Temp=85.8C | Fault=F001_OVERHEAT
→ Published: EVSE-002 | V=386.5V | Temp=21.7C | Fault=None
→ Published: EVSE-003 | V=412.7V | Temp=38.5C | Fault=None
→ Published: EVSE-004 | V=399.0V | Temp=26.4C | Fault=None
→ Published: EVSE-005 | V=403.3V | Temp=22.6C | Fault=None
→ Published: EVSE-001 | V=407.0V | Temp=41.3C | Fault=None
→ Published: EVSE-002 | V=386.3V | Temp=29.7C | Fault=None
→ Published: EVSE-003 | V=385.7V | Temp=43.7C | Fault=None
→ Published: EVSE-004 | V=418.2V | Temp=24.6C | Fault=None
→ Published: EVSE-005 | V=385.1V | Temp=23.3C | Fault=None
→ Published: EVSE-001 | V=382.4V | Temp=23.2C | Fault=None
→ Published: EVSE-002 | V=407.9V | Temp=44.2C | Fault=None
→ Published: EVSE-003 | V=414.8V | Temp=35.5C | Fault=None
→ Published: EVSE-004 | V=401.5V | Temp=20.4C | Fault=None
→ Published: EVSE-005 | V=388.4V | Temp=38.8C | Fault=None
→ Published: EVSE-001 | V=413.5V | Temp=43.3C | Fault=None
→ Published: EVSE-002 | V=396.7V | Temp=27.3C | Fault=None
→ Published: EVSE-003 | V=418.7V | Temp=34.0C | Fault=None
→ Published: EVSE-004 | V=380.5V | Temp=24.0C | Fault=None
→ Published: EVSE-005 | V=382.2V | Temp=28.8C | Fault=None
→ Published: EVSE-001 | V=400.4V | Temp=37.7C | Fault=None
→ Published: EVSE-002 | V=391.1V | Temp=40.9C | Fault=None
→ Published: EVSE-003 | V=384.2V | Temp=30.0C | Fault=None
→ Published: EVSE-004 | V=405.1V | Temp=28.9C | Fault=None
→ Published: EVSE-005 | V=407.0V | Temp=23.7C | Fault=None
→ Published: EVSE-001 | V=391.1V | Temp=38.5C | Fault=None
→ Published: EVSE-002 | V=383.5V | Temp=32.2C | Fault=None
→ Published: EVSE-003 | V=408.0V | Temp=38.6C | Fault=None
→ Published: EVSE-004 | V=416.2V | Temp=41.5C | Fault=None
→ Published: EVSE-005 | V=385.6V | Temp=40.9C | Fault=None
→ Published: EVSE-001 | V=407.8V | Temp=36.0C | Fault=None
→ Published: EVSE-002 | V=398.2V | Temp=23.5C | Fault=None
→ Published: EVSE-003 | V=395.2V | Temp=22.9C | Fault=None
→ Published: EVSE-004 | V=414.3V | Temp=44.6C | Fault=None
→ Published: EVSE-005 | V=382.1V | Temp=20.2C | Fault=None
→ Published: EVSE-001 | V=284.3V | Temp=76.2C | Fault=F001_OVERHEAT
→ Published: EVSE-002 | V=404.6V | Temp=37.1C | Fault=None
→ Published: EVSE-003 | V=414.4V | Temp=41.5C | Fault=None
→ Published: EVSE-004 | V=391.4V | Temp=22.2C | Fault=None
→ Published: EVSE-005 | V=398.6V | Temp=42.9C | Fault=None
→ Published: EVSE-001 | V=382.7V | Temp=24.2C | Fault=None
→ Published: EVSE-002 | V=382.4V | Temp=22.7C | Fault=None
→ Published: EVSE-003 | V=386.1V | Temp=34.5C | Fault=None
→ Published: EVSE-004 | V=419.0V | Temp=39.4C | Fault=None
→ Published: EVSE-005 | V=399.4V | Temp=40.0C | Fault=None
→ Published: EVSE-001 | V=398.5V | Temp=38.6C | Fault=None
→ Published: EVSE-002 | V=381.5V | Temp=20.1C | Fault=None
→ Published: EVSE-003 | V=417.7V | Temp=31.1C | Fault=None
→ Published: EVSE-004 | V=408.0V | Temp=30.1C | Fault=None
→ Published: EVSE-005 | V=407.5V | Temp=26.3C | Fault=None
→ Published: EVSE-001 | V=416.0V | Temp=33.6C | Fault=None
→ Published: EVSE-002 | V=382.6V | Temp=41.6C | Fault=None
→ Published: EVSE-003 | V=419.5V | Temp=23.6C | Fault=None
